AGI_Code	Name.x	Function.x	Localisation	DOI	Comment.x	BIN	metal.1	metal.2	metal.3	Short.name.x	Annotation.x	Other.Name.Type.	Keywords	Is.full.length.cDNA	Name.y	Pathway.x	Function.y	Activity	Comment.y	Annotation.y	Annotation.x	Annotation.y	Annotation	Short.name.y	Localization	Pathway.y	Proposed.functions	Short.name	Localizationa	Fe.S.cluster.typeb	Full.name.annotation	Gene.short.name	Name	Meiotic.phase	Description_custom	Gene_Name	Protein	Function	Ref.	Title	Protein.family.or.Function	Function.related.to.Suberin	Refs
AT4G32700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a homolog of Drosophila MUS308 and mammalian DNA polymerase, which prevent spontaneous or DNA damage-induced production of DNA double strand breaks. Two conserved functional domains: an N-terminal superfamily II DNA/RNA helicase domain and a C-terminal prokaryotic-type DNA polymerase I domain. Required for regulated cell division and differentiation in meristems. Mutant plants show morphological defects, such as short roots, serrated leaves, and fasciation, as well as defective patterns of cell division and differentiation in the meristem. Mutant plants had 2.5 to 4.5-fold higher expression of ATGR1, ATBRCA1 and RAD51 genes.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G32810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 dioxygenase-related [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G32890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33020	ZIP9	ZIP family of transmembrane metal transport proteins				transport.metal	Zn	Fe		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ZIP9; cation transporter [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 APM1 [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Mitochondrial distribution and morphology family 35/apoptosis (InterPro:IPR007918); Has 160 Blast hits to 160 proteins in 70 species: Archae - 0; Bacteria - 0; Metazoa - 95; Fungi - 46; Plants - 13; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase (TAIR:AT5G51890.1); Has 3160 Blast hits to 3144 proteins in 249 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 303; Plants - 2801; Viruses - 0; Other Eukaryotes - 50 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 histone deacetylase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33520	PAA1	responsible for Cu import into chloroplasts, also HMA6, P1B CPX metal ATPase	inner chloroplast membrane			transport.metal	Cu			PAA1	PAA1 (metal-transporting P-type ATPase 1); ATPase, coupled to transmembrane movement of ions, phosphorylative mechanismPAA1 (metal-transporting P-type ATPase 1)PAA1 (metal-transporting P-type ATPase 1)		Identical to Putative copper-transporting ATPase PAA1  (PAA1) [Arabidopsis Thaliana] (GB:Q9SZC9;GB:O48600;GB:O81870); similar to HMA8/PAA2 (P-TYPE ATPASE OF ARABIDOPSIS 2), ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism / copper ion transmembrane transporter [Arabidopsis thaliana] (TAIR:AT5G21930.1); similar to HMA8/PAA2 (P-TYPE ATPASE OF ARABIDOPSIS 2), ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism [Arabidopsis thaliana] (TAIR:AT5G21930.2); similar to hypothetical protein OsJ_026621 [Oryza sativa (japonica cultivar-group)] (GB:EAZ43138.1); similar to putative potential copper-transporting ATPase [Oryza sativa (japonica cultivar-group)] (GB:BAD09318.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO62669.1); contains InterPro domain ATPase, P type cation/copper-transporter; (InterPro:IPR006403); contains InterPro domain ATPase, P-type copper-transporter; (InterPro:IPR001756); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121); contains InterPro domain E1-E2 ATPase-associated region; (InterPro:IPR008250); contains InterPro domain Heavy metal translocating P-type ATPase; (InterPro:IPR006416); contains InterPro domain ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; (InterPro:IPR001757)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 catalytic [Arabidopsis thaliana] 	NA	NA	 metallo-beta-lactamase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 structural constituent of ribosome [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: electron carrier/ heme binding / peroxidase (TAIR:AT2G41480.1); Has 2480 Blast hits to 2471 proteins in 144 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 39; Plants - 2419; Viruses - 0; Other Eukaryotes - 22 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 oxidoreductase, 2OG-Fe(II) oxygenase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: mitochondrion, protein serine/threonine phosphatase complex; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT3G51370.1); Has 3521 Blast hits to 3519 proteins in 216 species: Archae - 0; Bacteria - 7; Metazoa - 1157; Fungi - 386; Plants - 1254; Viruses - 3; Other Eukaryotes - 714 (source: NCBI BLink).        F17I5.110; F17I5_110     mitochondrion, protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G33940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34050	CCOAOMT1	caffeoyl-CoA to feruloyl-CoA; Caffeoyl Coenzyme A O-Methyltransferase 1; earlier step in formation of chelator in rhizosphere FeIII mobilization; putative caffeoyl-CoA 3-O-methyltransferase (AtCCoAOMT1) 				secondary metabolism.chelator biosynthesis	Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At4g34060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				5-meC, T	“	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DML3	Nucleus	[4Fe-4S]b	Encodes a protein with 5-meC and thymine-DNA glycosylase activity with a preference for CpG and CpHpG sequences. Involved in maintaining methylation marks	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RING Zn finger; protein binding / zinc ion binding; FUNCTIONS IN: protein binding, zinc ion binding; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING/FYVE/PHD-type (InterPro:IPR013083), Zinc finger, RING-CH-type (InterPro:IPR011016); BEST Arabidopsis thaliana protein match is: zinc ion binding (TAIR:AT4G32670.1); Has 1572 Blast hits to 1390 proteins in 165 species: Archae - 0; Bacteria - 0; Metazoa - 796; Fungi - 185; Plants - 291; Viruses - 39; Other Eukaryotes - 261 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 CAD5 (CINNAMYL ALCOHOL DEHYDROGENASE 5); cinnamyl-alcohol dehydrogenase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ATSWI3C; DNA binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CIF2	CASPARIAN STRIP INTEGRITY FACTOR	CIFs are the peptides derived from the vascular tissue,  promote both Casparian strip formation and subeirn deposition. 	Nakayama et al., 2017; Doblas et al., 2017	A peptide hormone required for Casparian strip diffusion barrier formation in Arabidopsis roots	NA	NA	NA
AT4G34680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ATASE2	Plastids	[4Fe-4S]b	Gln phosphoribosyl pyrophosphate amido-transferase, also called amidophosphoribosyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XDH1	Cytosol	2x[2Fe-2S], FAD, Mococ	Xanthine dehydrogenase; involved in purine catabolism 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G34900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XDH2	Cytosol	2x[2Fe-2S], FAD, Mococ	Xanthine dehydrogenase; involved in purine catabolism 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a microsomal ascorbate peroxidase APX3.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.  The APX3 protein interacts with AKR2 (ankyrin-containing protein that interacts with AFT1) and AFT1, a 14-3-3 protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35040	bZIP19	regulator of Zn deficiency response, redundant with AtbZIP23					Zn			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35060	NA	NA	NA	NA	NA	NA	NA	NA	NA		heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related		similar to ATFP6 (FARNESYLATED PROTEIN 6), metal ion binding [Arabidopsis thaliana] (TAIR:AT4G38580.1); similar to unknown [Populus trichocarpa] (GB:ABK96034.1); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)		NA	NA	NA	NA	NA	 metal ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a peroxisomal catalase, highly expressed in bolts and leaves.  mRNA expression patterns show circadian regulation with mRNA levels being high in the subjective early morning. Loss of function mutations have increased H2O2 levels and increased H2O2  sensitivity. Mutants accumulate more toxic ions yet show decreased sensitivity to Li+. This decreased sensitivity is most likely due to an insensitivity to ethylene.  Note that in Queval et al. (2007) Plant Journal, 52(4):640, SALK_057998 is named as cat2-1, SALK_076998 is named as cat2-2; in Bueso et al. (2007) Plant Journal, 52(6):1052, SALK_076998 is named as cat2-1. TAIR has adopted the nomenclature consistent with that in Bueso et al. (2007) after consultation with the authors: SALK_076998 (cat2-1), SALK_057998 (cat2-2).    CAT2; CATALASE 2; T12J5.2        chloroplast, peroxisome, seed, leaf, juvenile leaf, cultured cell, seedling growth, cytosolic ribosome, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, catalase activity, cauline leaf, cell death, cell redox homeostasis, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to sulfate starvation, cobalt ion binding, cotyledon, embryo, flower, hydrogen peroxide catabolic process, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base,	Encodes a peroxisomal catalase, highly expressed in bolts and leaves.  mRNA expression patterns show circadian regulation with mRNA levels being high in the subjective early morning. Loss of function mutations have increased H2O2 levels and increased H2O2  sensitivity. Mutants accumulate more toxic ions yet show decreased sensitivity to Li+. This decreased sensitivity is most likely due to an insensitivity to ethylene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 GLUR2 [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 RHA3B; ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At4g35520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				MutL homolog of unknown function	At4g35520 more similar to PMS1. At4g02460 more similar to PMS2L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At4g35520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MLH3	MUTL PROTEIN HOMOLOG 3	CO and non-CO outcome of meiotic recombination	class I CO pathway of meiotic recombination accounting for 85% of Cos; Thought to ensure that dHjs are resolved as COs. MutL homologue, based on evidence in other species AtMLH3 probably forms a heterodimer with AtMLH1; required for full number of CO formation; contains a metal-binding motif	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At4g35740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RECQ3			helicases involved in DNA repair and homologous recombination		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 NRPB1 (RNA POLYMERASE II LARGE SUBUNIT); DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 oxidoreductase, 2OG-Fe(II) oxygenase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ACO1	Cytosol	[4Fe-4S]	Aconitase, aconitate hydratase 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G35970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a microsomal ascorbate peroxidase APX5.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G36020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA binding / nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At4g36050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				AP endonuclease	 Combined KO of Ape1L and Ape2 is lethal (Murphy et al., 2009, PLoS ONE 4, e4297).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G36050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nuclease [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G36060	bHLH011	interacts with bHLHs as bHLH121, role unclear					Fe?			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
